key,iata_code,name,city,country,latitude,longitude,altitude,timezone_offset,dst
FWCM,CMK,Club Makokola Airport,Club Makokola,Malawi,-14.3069,35.1325,1587,2,U
FWKA,KGJ,Karonga,Karonga,Malawi,-9.953569,33.893022,1765,2,U
FWKI,LLW,Kamuzu Intl,Lilongwe,Malawi,-13.789378,33.781,4035,2,U
FWUU,ZZU,Mzuzu,Mzuzu,Malawi,-11.44475,34.011776,4115,2,U
FXMM,MSU,Moshoeshoe I Intl,Maseru,Lesotho,-29.462256,27.552503,5348,2,U
FYGF,GFY,Grootfontein,Grootfontein,Namibia,-19.602167,18.122667,4636,1,S
FYKM,MPA,Katima Mulilo Airport,Mpacha,Namibia,-17.6344,24.1767,3144,1,S
FYLZ,LUD,Luderitz Airport,Luderitz,Namibia,-26.6874,15.2429,457,1,S
FYMO,OKU,Mokuti Lodge Airport,Mokuti Lodge,Namibia,-18.8128,17.0594,3665,1,S
FYOA,OND,Ondangwa Airport,Ondangwa,Namibia,-17.8782,15.9526,3599,1,S
FYOG,OMD,Oranjemund Airport,Oranjemund,Namibia,-28.5847,16.4467,14,1,S
FYOO,OKF,Okaukuejo Airport,Okaukuejo,Namibia,-19.1492,15.9119,3911,1,S
FYRU,NDU,Rundu,Rundu,Namibia,-17.956461,19.719439,3627,1,S
FYSM,SWP,Swakopmund Airport,Swakopmund,Namibia,-22.6619,14.5681,207,1,S
FYTM,TSB,Tsumeb Airport,Tsumeb,Namibia,-19.1542,17.4357,4353,1,U
FYWB,WVB,Walvis Bay Airport,Walvis Bay,Namibia,-22.9799,14.6453,299,1,S
FYWE,ERS,Eros Airport,Windhoek,Namibia,-22.6122,17.0804,5575,1,S
FYWV,WDH,Windhoek Hosea Kutako International Airport ,Windhoek,Namibia,-22.486667,17.4625,5640,1,S
FZAA,FIH,Ndjili Intl,Kinshasa,Congo (Kinshasa),-4.38575,15.444569,1027,1,N
FZAB,NLO,Ndolo,Kinshasa,Congo (Kinshasa),-4.326689,15.327342,915,1,N
FZAG,MNB,Muanda,Muanda,Congo (Kinshasa),-5.930858,12.351789,89,1,N
FZAJ,BOA,Boma Airport,Boma,Congo (Kinshasa),-5.854,13.064,26,1,N
FZAM,MAT,Tshimpi Airport,Matadi,Congo (Kinshasa),-5.79961,13.4404,1115,1,N
FZBA,INO,Inongo Airport,Inongo,Congo (Kinshasa),-1.94722,18.2858,1040,1,N
FZBI,NIO,Nioki Airport,Nioki,Congo (Kinshasa),-2.7175,17.6847,1043,1,N
FZBO,FDU,Bandundu,Bandoundu,Congo (Kinshasa),-3.311319,17.381683,1053,1,N
FZBT,KRZ,Basango Mboliasa Airport,Kiri,Congo (Kinshasa),-1.435,19.024,1013,1,N
FZCA,KKW,Kikwit,Kikwit,Congo (Kinshasa),-5.035767,18.785631,1572,1,N
FZEA,MDK,Mbandaka,Mbandaka,Congo (Kinshasa),0.0226,18.288744,1040,1,N
FZEN,BSU,Basankusu Airport,Basankusu,Congo (Kinshasa),1.22472,19.7889,1217,1,N
FZFD,BDT,Gbadolite,Gbadolite,Congo (Kinshasa),4.253206,20.975283,1509,1,N
FZFK,GMA,Gemena,Gemena,Congo (Kinshasa),3.235369,19.771258,1378,1,N
FZGA,LIQ,Lisala,Lisala,Congo (Kinshasa),2.170658,21.496906,1509,1,N
FZIA,FKI,Kisangani Simisini,Kisangani,Congo (Kinshasa),0.5175,25.155014,1289,2,U
FZJH,IRP,Matari,Isiro,Congo (Kinshasa),2.827606,27.588253,2438,2,U
FZKA,BUX,Bunia,Bunia,Congo (Kinshasa),1.565719,30.220833,4045,2,U
FZMA,BKY,Bukavu Kavumu,Bukavu/kavumu,Congo (Kinshasa),-2.308978,28.808803,5643,2,U
FZNA,GOM,Goma,Goma,Congo (Kinshasa),-1.670814,29.238464,5089,2,U
FZOA,KND,Kindu,Kindu,Congo (Kinshasa),-2.919178,25.915361,1630,2,U
FZQA,FBM,Lubumbashi Intl,Lubumashi,Congo (Kinshasa),-11.591333,27.530889,4295,2,U
FZQM,KWZ,Kolwezi,Kolwezi,Congo (Kinshasa),-10.765886,25.505714,5007,2,U
FZRF,FMI,Kalemie,Kalemie,Congo (Kinshasa),-5.875556,29.25,2569,2,U
FZSA,KMN,Kamina Base,Kamina Base,Congo (Kinshasa),-8.642025,25.252897,3543,2,U
FZUA,KGA,Kananga,Kananga,Congo (Kinshasa),-5.900055,22.469166,2139,2,U
FZUK,TSH,Tshikapa Airport,Tshikapa,Congo (Kinshasa),-6.43833,20.7947,1595,2,N
FZVA,LJA,Lodja Airport,Lodja,Congo (Kinshasa),-3.417,23.45,1647,2,N
FZVS,PFR,Ilebo Airport,Ilebo,Congo (Kinshasa),-4.333,20.583,1450,1,N
FZWA,MJM,Mbuji Mayi,Mbuji-mayi,Congo (Kinshasa),-6.121236,23.569008,2221,2,U
GABS,BKO,Senou,Bamako,Mali,12.533544,-7.949944,1247,0,N
GAGO,GAQ,Gao,Gao,Mali,16.248433,-0.005456,870,0,N
GAKY,KYS,Kayes Dag Dag,Kayes,Mali,14.481233,-11.404397,164,0,N
GAMB,MZI,Ambodedjo,Mopti,Mali,14.512803,-4.079561,906,0,N
GATB,TOM,Tombouctou,Tombouctou,Mali,16.730458,-3.007583,863,0,N
GBYD,BJL,Banjul Intl,Banjul,Gambia,13.337961,-16.652206,95,0,N
GCFV,FUE,Fuerteventura,Fuerteventura,Spain,28.452717,-13.863761,83,0,E
GCGM,GMZ,La Gomera Airport,,Spain,28.0296,-17.2146,718,0,E
GCHI,VDE,Hierro,Hierro,Spain,27.814847,-17.887056,103,0,E
GCLA,SPC,La Palma,Santa Cruz De La Palma,Spain,28.626478,-17.755611,107,0,E
GCLP,LPA,Gran Canaria,Gran Canaria,Spain,27.931886,-15.386586,78,0,E
GCRR,ACE,Lanzarote,Las Palmas,Spain,28.945464,-13.605225,47,0,E
GCTS,TFS,Tenerife Sur,Tenerife,Spain,28.044475,-16.572489,209,0,E
GCXO,TFN,Tenerife Norte,Tenerife,Spain,28.482653,-16.341536,2073,0,E
GECT,JCU,Ceuta Heliport,Ceuta,Spain,35.8969,-5.29908,0,0,E
GEML,MLN,Melilla,Melilla,Spain,35.279817,-2.956256,156,0,E
GFBN,BTE,Sherbro International Airport,Bonthe,Sierra Leone,7.53242,-12.5189,14,0,N
GFBO,KBS,Bo Airport,Bo,Sierra Leone,7.9444,-11.761,328,0,N
GFGK,GBK,Gbangbatok Airport,Gbangbatok,Sierra Leone,7.767,-12.383,500,0,U
GFHA,HGS,Hastings Airport,Freetown,Sierra Leone,8.39713,-13.1291,60,0,N
GFKE,KEN,Kenema Airport,Kenema,Sierra Leone,7.89129,-11.1766,485,0,N
GFLL,FNA,Freetown Lungi,Freetown,Sierra Leone,8.616444,-13.195489,84,0,N
GFYE,WYE,Yengema Airport,Yengema,Sierra Leone,8.615308,-11.047192,1300,0,U
GGOV,OXB,Osvaldo Vieira International Airport,Bissau,Guinea-Bissau,11.89485,-15.653681,129,0,N
GLCP,CPA,Cape Palmas Airport,Greenville,Liberia,4.37902,-7.69695,500,0,U
GLH,GLH,Mid Delta Regional Airport,Greenville,United States,33.4829,-90.9856,131,-6,A
GLMR,MLW,Monrovia Spriggs Payne,Monrovia,Liberia,6.289061,-10.758722,25,0,N
GLRB,ROB,Monrovia Roberts Intl,Monrovia,Liberia,6.233789,-10.362311,31,0,N
GMAA,AGA,Inezgane,Agadir,Morocco,30.381353,-9.546311,89,0,N
GMAT,TTA,Plage Blanche,Tan Tan,Morocco,28.448194,-11.161347,653,0,N
GMFF,FEZ,Saiss,Fez,Morocco,33.927261,-4.977958,1900,0,N
GMFK,ERH,Moulay Ali Cherif,Er-rachidia,Morocco,31.9475,-4.398333,3428,0,N
GMFM,MEK,Bassatine,Meknes,Morocco,33.879067,-5.515125,1890,0,N
GMFO,OUD,Angads,Oujda,Morocco,34.78715,-1.923986,1535,1,N
GMMA,SMW,Smara Airport,Smara,Western Sahara,26.7318,-11.6847,350,0,N
GMME,RBA,Sale,Rabat,Morocco,34.051467,-6.751519,276,0,N
GMMH,VIL,Dakhla Airport,Dakhla,Western Sahara,23.7183,-15.932,36,0,N
GMMI,ESU,Mogador Airport,Essadouira,Morocco,31.3975,-9.681667,384,0,N
GMML,EUN,Hassan I Airport,El Aaiún,Western Sahara,27.1517,-13.2192,207,0,N
GMMN,CMN,Mohammed V Intl,Casablanca,Morocco,33.367467,-7.589967,656,0,N
GMMW,NDR,El Aroui Airport,,Morocco,34.9888,-3.02821,574,0,N
GMMX,RAK,Menara,Marrakech,Morocco,31.606886,-8.0363,1545,0,N
GMMY,NNA,Kenitra,Kentira,Morocco,34.298864,-6.595878,16,0,N
GMMZ,OZZ,Ouarzazate,Ouarzazate,Morocco,30.939053,-6.909431,3782,0,N
GMTA,AHU,Cherif El Idrissi,Al Hociema,Morocco,35.177103,-3.839525,95,0,N
GMTN,TTU,Saniat Rmel,Tetouan,Morocco,35.594333,-5.320019,10,0,N
GMTT,TNG,Ibn Batouta,Tanger,Morocco,35.726917,-5.916889,62,0,N
GOGG,ZIG,Ziguinchor,Ziguinchor,Senegal,12.555617,-16.281783,75,0,N
GOGS,CSK,Cap Skiring,Cap Skiring,Senegal,12.4102,-16.746125,52,0,N
GOOK,KLC,Kaolack,Kaolack,Senegal,14.146881,-16.051297,26,0,N
GOOY,DKR,Leopold Sedar Senghor Intl,Dakar,Senegal,14.739708,-17.490225,85,0,N
GOSM,MAX,Ouro Sogui Airport,Matam,Senegal,15.593611,-13.322778,85,0,U
GOSS,XLS,Saint Louis,St. Louis,Senegal,16.050761,-16.463172,9,0,N
GOTB,BXE,Bakel,Bakel,Senegal,14.847256,-12.468264,98,0,N
GOTK,KGG,Kedougou,Kedougou,Senegal,12.572292,-12.220333,584,0,N
GOTT,TUD,Tambacounda,Tambacounda,Senegal,13.736817,-13.653122,161,0,N
GQNA,IEO,Aioun El Atrouss,Aioun El Atrouss,Mauritania,16.711294,-9.637883,951,0,N
GQND,TIY,Tidjikja,Tidjikja,Mauritania,18.570103,-11.423547,1316,0,N
GQNF,KFA,Kiffa,Kiffa,Mauritania,16.589983,-11.406208,423,0,N
GQNI,EMN,Nema,Nema,Mauritania,16.622,-7.316567,758,0,N
GQNK,KED,Kaedi,Kaedi,Mauritania,16.159547,-13.507617,75,0,N
GQNN,NKC,Nouakchott,Nouakschott,Mauritania,18.097856,-15.947956,7,0,N
GQNS,SEY,Selibady,Selibabi,Mauritania,15.179692,-12.207272,262,0,N
GQPA,ATR,Atar,Atar,Mauritania,20.506828,-13.043194,758,0,N
GQPP,NDB,Nouadhibou,Nouadhibou,Mauritania,20.933067,-17.029956,16,0,N
GUCY,CKY,Conakry,Conakry,Guinea,9.576889,-13.611961,72,0,N
GUFA,FIG,Fria,Fira,Guinea,10.350556,-13.569167,499,0,N
GUFH,FAA,Faranah,Faranah,Guinea,10.035467,-10.769825,1476,0,N
GULB,LEK,Labe,Labe,Guinea,11.326058,-12.28685,3396,0,N
GVAC,SID,Amilcar Cabral Intl,Amilcar Cabral,Cape Verde,16.741389,-22.949444,177,-1,U
GVBA,BVC,Rabil,Boa Vista,Cape Verde,16.136531,-22.888897,69,-1,U
GVMA,MMO,Maio,Maio,Cape Verde,15.155928,-23.213703,36,-1,U
GVNP,RAI,Praia International Airport,"Praia, Santiago Island",Cape Verde,14.9245,-23.4935,230,-1,U
GVSF,SFL,Sao Filipe Airport,"Sao Filipe, Fogo Island",Cape Verde,14.885,-24.48,617,-1,U
GVSN,SNE,Preguica,Sao Nocolau Island,Cape Verde,16.588356,-24.284656,669,-1,U
GVSV,VXE,Sao Pedro,Sao Vicente Island,Cape Verde,16.833689,-25.054661,66,-1,U
HAAB,ADD,Bole Intl,Addis Ababa,Ethiopia,8.977889,38.799319,7656,3,U
HAAM,AMH,Arba Minch,Arba Minch,Ethiopia,6.039389,37.590453,3895,3,U
HAAX,AXU,Axum,Axum,Ethiopia,14.14675,38.772833,6915,3,U
HABC,BCO,Baco Airport,Baco,Ethiopia,5.78287,36.562,0,3,U
HABD,BJR,Bahir Dar,Bahar Dar,Ethiopia,11.608075,37.321644,5976,3,U
HABE,BEI,Beica Airport,Beica,Ethiopia,9.38639,34.5219,5410,3,U
HADC,DSE,Combolcha Airport,Dessie,Ethiopia,11.0825,39.7114,6117,3,U
HADD,DEM,Dembidollo Airport,Dembidollo,Ethiopia,8.554,34.858,5200,3,U
HADM,DBM,Debre Marqos,Debre Marqos,Ethiopia,10.316667,37.733333,7440,3,U
HADR,DIR,Dire Dawa Intl,Dire Dawa,Ethiopia,9.6247,41.854203,3829,3,U
HADT,DBT,Debre Tabor Airport,Debre Tabor,Ethiopia,11.966667,38,7740,3,U
HAGB,GOB,Robe Airport,Goba,Ethiopia,6.733333,44.266667,4000,3,U
HAGM,GMB,Gambella,Gambella,Ethiopia,8.128764,34.563131,1771,3,U
HAGN,GDQ,Gondar,Gondar,Ethiopia,12.5199,37.434047,6541,3,U
HAGO,GDE,Gode Airport,Gode,Ethiopia,5.935128,43.578567,834,3,U
HAGR,GOR,Gore Airport,Gore,Ethiopia,8.167,35.55,6580,3,U
HAHM,QHR,Harar Meda Airport,Debre Zeyit,Ethiopia,8.7163,39.0059,8850,3,U
HAHU,HUE,Humera Airport,Humera,Ethiopia,14.3,36.616667,1500,3,U
HAJJ,JIJ,Jijiga Airport,Jijiga,Ethiopia,9.359722,42.7875,2000,3,U
HAJM,JIM,Jimma,Jimma,Ethiopia,7.666094,36.816639,5587,3,U
HAKD,ABK,Kabri Dehar Airport,Kabri Dehar,Ethiopia,6.734,44.253,1800,3,U
HALA,AWA,Awasa Airport,Awasa,Ethiopia,7.067,38.5,5149,3,U
HALL,LLI,Lalibella,Lalibella,Ethiopia,11.975014,38.979969,6423,3,U
HAMA,MKS,Mekane Salam Airport,Mekane Selam,Ethiopia,10.633333,38.783333,3000,3,U
HAMK,MQX,Makale,Makale,Ethiopia,13.467367,39.533464,7406,3,U
HAMT,MTF,Mizan Teferi Airport,Mizan Teferi,Ethiopia,6.967,35.533,4396,3,U
HASO,ASO,Asosa,Asosa,Ethiopia,10.01855,34.586253,5120,3,U
HATP,TIE,Tippi Airport,Tippi,Ethiopia,7.117,35.383,1100,3,U
HBBA,BJM,Bujumbura Intl,Bujumbura,Burundi,-3.324019,29.318519,2582,2,U
HCMA,ALU,Alula Airport,Alula,Somalia,11.95,50.733,6,3,U
HCMF,BSA,Bosaso Airport,Bosaso,Somalia,11.2753,49.1494,3,3,U
HCMH,HGA,Egal Intl,Hargeisa,Somalia,9.518167,44.088758,4423,3,U
HCMI,BBO,Berbera,Berbera,Somalia,10.389167,44.941106,30,3,U
HCMK,KMU,Kisimayu,Kismayu,Somalia,-0.377353,42.459233,49,3,U
HCMM,MGQ,Aden Adde International Airport,Mogadishu,Somalia,2.01444,45.3047,29,3,U
HCMR,GLK,Galcaio Airport,Galcaio,Somalia,6.78083,47.4547,975,3,U
HCMV,BUO,Burao Airport,Burao,Somalia,9.517,45.567,3400,3,U
HDAM,JIB,Ambouli International Airport,Djibouti,Djibouti,11.5472,43.1594,49,3,U
HEAL,DBB,Alalamain Intl.,Dabaa City,Egypt,30.15,28.0833,144,2,N
HEAR,AAC,El Arish International Airport,El Arish,Egypt,31.073333,33.835833,121,2,U
HEAT,ATZ,Asyut International Airport,Asyut,Egypt,27.046508,31.011983,772,2,U
HEAX,ALY,Alexandria Intl,Alexandria,Egypt,31.183903,29.948889,-6,2,U
HEBA,HBE,Borg El Arab Intl,Alexandria,Egypt,30.917669,29.696408,177,2,U
HEBL,ABS,Abu Simbel,Abu Simbel,Egypt,22.375953,31.611722,616,2,U
HECA,CAI,Cairo Intl,Cairo,Egypt,30.121944,31.405556,382,2,U
HEGN,HRG,Hurghada Intl,Hurghada,Egypt,27.178317,33.799436,52,2,U
HELX,LXR,Luxor Intl,Luxor,Egypt,25.671028,32.706583,294,2,U
HEMA,RMF,Marsa Alam Intl,Marsa Alam,Egypt,25.557111,34.583711,251,2,U
HEMK,HMB,Sohag International,Sohag,Egypt,26.341189,31.742983,859,2,E
HEMM,MUH,Mersa Matruh,Mersa-matruh,Egypt,31.325356,27.221689,94,2,U
HEOW,GSQ,Sharq Al-Owainat Airport,Sharq Al-Owainat,Egypt,22.5806,28.7207,859,2,U
HEPS,PSD,Port Said,Port Said,Egypt,31.279444,32.24,8,2,U
HESC,SKV,St Catherine Intl,St. Catherine,Egypt,28.685278,34.0625,4368,2,U
HESN,ASW,Aswan Intl,Aswan,Egypt,23.964356,32.819975,662,2,U
HETB,TCP,Taba Intl,Taba,Egypt,29.587778,34.778056,2415,2,U
HETR,ELT,El Tor,El-tor,Egypt,28.209028,33.645517,115,2,U
HHAS,ASM,Asmara Intl,Asmara,Eritrea,15.291853,38.910667,7661,3,U
HHMS,MSW,Massawa Intl,Massawa,Eritrea,15.669989,39.370103,194,3,U
HHSB,ASA,Assab Intl,Assab,Eritrea,13.071783,42.645006,46,3,U
HI07,WKL,Waikoloa Heliport,Waikoloa Village,United States,19.9136,-155.864,109,-10,N
HKAM,ASV,Amboseli Airport,Amboseli National Park,Kenya,-2.64505,37.2531,3755,3,U
HKEL,EDL,Eldoret Intl,Eldoret,Kenya,0.404458,35.238928,6941,3,U
HKJK,NBO,Jomo Kenyatta International,Nairobi,Kenya,-1.319167,36.9275,5327,3,N
HKKI,KIS,Kisumu,Kisumu,Kenya,-0.086139,34.728892,3796,3,U
HKKT,KTL,Kitale,Kitale,Kenya,0.971989,34.958556,6070,3,U
HKLK,LKG,Lokichoggio Airport,Lokichoggio,Kenya,4.204117,34.348186,2074,3,U
HKLO,LOK,Lodwar,Lodwar,Kenya,3.121967,35.608692,1715,3,U
HKLU,LAU,Lamu Manda,Lamu,Kenya,-2.252417,40.913097,20,3,U
HKML,MYD,Malindi Airport,Malindi,Kenya,-3.22931,40.1017,80,3,U
HKMO,MBA,Mombasa Moi Intl,Mombasa,Kenya,-4.034833,39.59425,200,3,U
HKMY,OYL,Moyale Airport,Moyale,Kenya,3.465,39.105,2790,3,U
HKNW,WIL,Nairobi Wilson,Nairobi,Kenya,-1.321719,36.814833,5546,3,U
HKNY,NYK,Nanyuki Civil Airport,Nanyuki,Kenya,-0.067,37.033,6250,3,U
HKSB,UAS,Samburu South Airport,Samburu South,Kenya,0.530583,37.5342,3295,3,U
HKUK,UKA,Ukunda Airport,Ukunda,Kenya,-4.29694,39.5714,0,3,U
HKWJ,WJR,Wajir,Wajir,Kenya,1.733239,40.091606,770,3,U
HLGD,SRX,Gardabya Airport,Sirt,Libya,31.0635,16.595,267,1,N
HLGN,TOB,Gamal Abdel Nasser Airport,Tobruk,Libya,31.861,23.907,519,1,N
HLGT,GHT,Ghat,Ghat,Libya,25.145564,10.142647,2296,1,N
HLKF,AKF,Kufra,Kufra,Libya,24.178728,23.313958,1367,1,N
HLLB,BEN,Benina,Benghazi,Libya,32.096786,20.269472,433,1,N
HLLM,MJI,Mitiga Airport,Tripoli,Libya,32.8941,13.276,36,1,N
HLLQ,LAQ,La Abraq Airport,Al Bayda',Libya,32.788673,21.964333,2157,1,N
HLLS,SEB,Sebha,Sebha,Libya,26.986964,14.472525,1427,1,N
HLLT,TIP,Tripoli Intl,Tripoli,Libya,32.663544,13.159011,263,1,N
HLTD,LTD,Ghadames East,Ghadames,Libya,30.151695,9.715305,1122,1,N
HRYG,GYI,Gisenyi,Gisenyi,Rwanda,-1.677203,29.258875,5082,2,U
HRYR,KGL,Kigali Intl,Kigali,Rwanda,-1.968628,30.13945,4859,2,U
HRZA,KME,Kamembe,Kamembe,Rwanda,-2.462242,28.90795,5192,2,U
HSAT,ATB,Atbara Airport,Atbara,Sudan,17.7,33.967,1181,2,U
HSDN,DOG,Dongola,Dongola,Sudan,19.153867,30.430094,773,2,U
HSFS,ELF,El Fashir,El Fasher,Sudan,13.614892,25.32465,2393,2,U
HSGN,EGN,Geneina Airport,Geneina,Sudan,13.4817,22.4672,2650,2,U
HSKA,KSL,Kassala,Kassala,Sudan,15.387494,36.328842,1671,2,U
HSMK,RBX,Rumbek Airport,Rumbek,Sudan,6.825,29.669,2000,3,U
HSNN,UYL,Nyala Airport,Nyala,Sudan,12.0535,24.9562,2106,2,U
HSOB,EBD,El Obeid,El Obeid,Sudan,13.153219,30.232675,1927,2,U
HSPN,PZU,Port Sudan New International Airport,Port Sudan,Sudan,19.4336,37.2341,135,2,U
HSSJ,JUB,Juba,Juba,South Sudan,4.872006,31.601117,1513,2,U
HSSM,MAK,Malakal,Malakal,Sudan,9.558969,31.652242,1291,2,U
HSSS,KRT,Khartoum,Khartoum,Sudan,15.589497,32.553161,1265,2,U
HSSW,WHF,Wadi Halfa Airport,Wadi Halfa,Sudan,21.800278,31.516389,1500,3,U
HSWW,WUU,Wau Airport,Wau,Sudan,7.725,27.98,1420,3,U
HTAR,ARK,Arusha,Arusha,Tanzania,-3.367794,36.633333,4550,3,U
HTBU,BKZ,Bukoba Airport,Bukoba,Tanzania,-1.3,31.8,3745,3,U
HTDA,DAR,Mwalimu Julius K Nyerere Intl,Dar Es Salaam,Tanzania,-6.878111,39.202625,182,3,U
HTDO,DOD,Dodoma,Dodoma,Tanzania,-6.170436,35.752578,3637,3,U
HTIR,IRI,Iringa,Iringa,Tanzania,-7.668633,35.752114,4678,3,U
HTKA,TKQ,Kigoma Airport,Kigoma,Tanzania,-4.883,29.633,2700,3,U
HTKJ,JRO,Kilimanjaro Intl,Kilimanjaro,Tanzania,-3.429406,37.074461,2932,3,U
HTLI,LDI,Kikwetu Airport,Lindi,Tanzania,-9.85111,39.7578,100,3,U
HTLM,LKY,Lake Manyara,Lake Manyara,Tanzania,-3.376306,35.818278,4150,3,N
HTMA,MFA,Mafia,Mafia Island,Tanzania,-7.913889,39.665,60,3,U
HTMT,MYW,Mtwara,Mtwara,Tanzania,-10.339058,40.181781,371,2,U
HTMU,MUZ,Musoma Airport,Musoma,Tanzania,-1.483,33.8,3806,3,U
HTMW,MWZ,Mwanza,Mwanza,Tanzania,-2.444486,32.932667,3763,3,U
HTPE,PMA,Pemba,Pemba,Tanzania,-5.257264,39.811417,80,3,U
HTSN,SEU,Seronera,Seronera,Kenya,-2.458056,34.8225,5080,3,U
HTSY,SHY,Shinyanga Airport,Shinyanga,Tanzania,-3.667,33.417,3800,3,U
HTTB,TBO,Tabora Airport,Tabora,Tanzania,-5.07639,32.8333,3868,3,U
HTTG,TGT,Tanga,Tanga,Tanzania,-5.092358,39.071158,129,3,U
HTZA,ZNZ,Zanzibar,Zanzibar,Tanzania,-6.222025,39.224886,54,3,U
HUAR,RUA,Arua Airport,Arua,Uganda,3.05,30.917,3951,3,U
HUEN,EBB,Entebbe Intl,Entebbe,Uganda,0.042386,32.443503,3782,3,U
HUGU,ULU,Gulu Airport,Gulu,Uganda,2.805556,32.271792,3510,3,U
HUPA,PAF,Pakuba Airport,Pakuba,Uganda,2.3275,31.5,2297,3,U
HUSO,SRT,Soroti,Soroti,Uganda,1.727578,33.622861,3641,3,U
IFP,IFP,Laughlin-Bullhead Intl,Bullhead,United States,35.1574,-114.56,695,-7,A
IGM,IGM,Kingman Airport,Kingman,United States,35.2595,-113.938,3449,-7,A
INGS,IGS,Ingolstadt BF,Ingolstadt,Germany,48.7777,11.422,888,1,E
K1RL,1RL,Point Roberts Airpark,Point Roberts,United States,48.9797222,-123.0788889,10,-7,A
K4U9,4U9,Dell Flight Strip,Dell,United States,44.7357483,-112.7200133,6007,-7,A
K57C,57C,East Troy Municipal Airport,East Troy,United States,42.7971667,-88.3726111,860,-5,A
K6S0,6S0,Big Timber Airport,Big Timber,United States,45.8063889,-109.9811111,4492,-7,A
KAAF,AAF,Apalachicola Regional Airport,Apalachicola,United States,29.7276066,-85.0274416,20,-6,A
KABE,ABE,Lehigh Valley Intl,Allentown,United States,40.652083,-75.440806,393,-5,A
KABI,ABI,Abilene Rgnl,Abilene,United States,32.411319,-99.681897,1791,-6,A
KABQ,ABQ,Albuquerque International Sunport,Albuquerque,United States,35.0402222,-106.6091944,5355,-7,A
KABR,ABR,Aberdeen Regional Airport,Aberdeen,United States,45.4491,-98.4218,1302,-6,A
KABY,ABY,Southwest Georgia Regional Airport,Albany,United States,31.5355,-84.1945,197,-5,A
KACK,ACK,Nantucket Mem,Nantucket,United States,41.253053,-70.060181,48,-5,A
KACT,ACT,Waco Rgnl,Waco,United States,31.611289,-97.230519,516,-6,A
KACV,ACV,Arcata,Arcata CA,United States,40.978111,-124.108611,221,-8,A
KACY,ACY,Atlantic City Intl,Atlantic City,United States,39.457583,-74.577167,75,-5,A
KADM,ADM,Ardmore Muni,Ardmore,United States,34.300833,-97.008889,762,-6,A
KADS,ADS,Addison,Addison,United States,32.9685594,-96.8364478,644,-5,A
KADW,ADW,Andrews Afb,Camp Springs,United States,38.810806,-76.867028,280,-5,A
KAEX,AEX,Alexandria Intl,Alexandria,United States,31.3274,-92.549833,89,-6,A
KAFW,AFW,Fort Worth Alliance Airport,Fort Worth,United States,32.987778,-97.318889,722,-6,A
KAGC,AGC,Allegheny County Airport,Pittsburgh,United States,40.3544,-79.9302,1252,-5,A
KAGS,AGS,Augusta Rgnl At Bush Fld,Bush Field,United States,33.369944,-81.9645,144,-5,A
KAHN,AHN,Athens Ben Epps Airport,Athens,United States,33.9486,-83.3263,808,-5,A
KAIA,AIA,Alliance Municipal Airport,Alliance,United States,42.053333,-102.803889,3931,-7,A
KAIZ,AIZ,Lee C Fine Memorial Airport,Kaiser Lake Ozark,United States,38.096035,-92.5494875,869,-5,A
KALB,ALB,Albany Intl,Albany,United States,42.748267,-73.801692,285,-5,A
KALI,ALI,Alice Intl,Alice,United States,27.740889,-98.026944,178,-6,A
KALM,ALM,Alamogordo White Sands Regional Airport,Alamogordo,United States,32.8399,-105.991,4200,-7,A
KALO,ALO,Waterloo Regional Airport,Waterloo,United States,42.5571,-92.4003,873,-6,A
KALS,ALS,San Luis Valley Regional Airport,Alamosa,United States,37.435,-105.866667,7539,-7,A
KALW,ALW,Walla Walla Regional Airport,Walla Walla,United States,46.0949,-118.288,1191,-8,A
KAMA,AMA,Rick Husband Amarillo Intl,Amarillo,United States,35.219369,-101.705931,3607,-6,A
KANB,ANB,Anniston Metro,Anniston,United States,33.588167,-85.858111,612,-6,A
KAND,AND,Anderson Rgnl,Andersen,United States,34.494583,-82.709389,782,-5,A
KAOO,AOO,Altoona Blair Co,Altoona,United States,40.296372,-78.320022,1504,-5,A
KAPA,APA,Centennial,Denver,United States,39.570129,-104.849294,5883,-7,A
KAPC,APC,Napa County Airport,Napa,United States,38.2131944,-122.2806944,35,-7,A
KAPF,APF,Naples Muni,Naples,United States,26.152619,-81.775294,8,-5,A
KAPG,APG,Phillips Aaf,Aberdeen,United States,39.466219,-76.168808,57,-5,A
KAPN,APN,Alpena County Regional Airport,Alpena,United States,45.0781,-83.5603,689,-5,A
KARA,ARA,Acadiana Rgnl,Louisiana,United States,30.037758,-91.883896,24,-6,A
KART,ART,Watertown Intl,Watertown,United States,43.991922,-76.021739,325,-5,A
KARV,ARV,Lakeland,Minocqua - Woodruff,United States,45.927778,-89.730833,1629,-6,A
KASE,ASE,Aspen Pitkin County Sardy Field,Aspen,United States,39.2232,-106.869,7820,-7,A
KASH,ASH,Boire Field Airport,Nashua,United States,42.78175,-71.5147778,199,-4,A
KAST,AST,Astoria Regional Airport,Astoria,United States,46.157972,-123.878694,15,-8,A
KATL,ATL,Hartsfield Jackson Atlanta Intl,Atlanta,United States,33.636719,-84.428067,1026,-5,A
KATT,ATT,Camp Mabry Austin City,Austin TX,United States,30.31666,-97.7666,0,-6,A
KATW,ATW,Appleton,Appleton,United States,44.257526,-88.507576,680,-6,A
